District Name,Zone,Geographical Region,Development Region,Measure Names,Unit,Measure Values
Solukhumbu,Sagarmatha,Mountain,Eastern,Severity of poverty,11031,0.0203
Solukhumbu,Sagarmatha,Mountain,Eastern,Severity of poverty,11021,0.0047
Solukhumbu,Sagarmatha,Mountain,Eastern,Severity of poverty,11011,0.0058
Solukhumbu,Sagarmatha,Mountain,Eastern,Poverty gap,11091,0.0416
Solukhumbu,Sagarmatha,Mountain,Eastern,Poverty gap,11081,0.0249
Solukhumbu,Sagarmatha,Mountain,Eastern,Poverty gap,11071,0.0487
Solukhumbu,Sagarmatha,Mountain,Eastern,Poverty gap,11061,0.0587
Solukhumbu,Sagarmatha,Mountain,Eastern,Poverty gap,11051,0.0877
Solukhumbu,Sagarmatha,Mountain,Eastern,Poverty gap,11041,0.1043
Solukhumbu,Sagarmatha,Mountain,Eastern,Poverty gap,11031,0.0627
Solukhumbu,Sagarmatha,Mountain,Eastern,Poverty gap,11021,0.0171
Solukhumbu,Sagarmatha,Mountain,Eastern,Poverty gap,11011,0.0208
Solukhumbu,Sagarmatha,Mountain,Eastern,Percent of poor,11091,21.1
Solukhumbu,Sagarmatha,Mountain,Eastern,Percent of poor,11081,14.05
Solukhumbu,Sagarmatha,Mountain,Eastern,Percent of poor,11071,23.21
Solukhumbu,Sagarmatha,Mountain,Eastern,Percent of poor,11061,27.29
Solukhumbu,Sagarmatha,Mountain,Eastern,Percent of poor,11051,37.38
Solukhumbu,Sagarmatha,Mountain,Eastern,Percent of poor,11041,41.19
Solukhumbu,Sagarmatha,Mountain,Eastern,Percent of poor,11031,28.47
Solukhumbu,Sagarmatha,Mountain,Eastern,Percent of poor,11021,9.71
Solukhumbu,Sagarmatha,Mountain,Eastern,Percent of poor,11011,11.72
Solukhumbu,Sagarmatha,Mountain,Eastern,Average per capita consumption (NR),11091,30781.153
Solukhumbu,Sagarmatha,Mountain,Eastern,Average per capita consumption (NR),11081,34333.976
Solukhumbu,Sagarmatha,Mountain,Eastern,Average per capita consumption (NR),11071,30585.485
Solukhumbu,Sagarmatha,Mountain,Eastern,Average per capita consumption (NR),11061,28584.655
Solukhumbu,Sagarmatha,Mountain,Eastern,Average per capita consumption (NR),11051,25194.54
Solukhumbu,Sagarmatha,Mountain,Eastern,Average per capita consumption (NR),11041,24286.922
Solukhumbu,Sagarmatha,Mountain,Eastern,Average per capita consumption (NR),11031,28260.696
Solukhumbu,Sagarmatha,Mountain,Eastern,Average per capita consumption (NR),11021,40074.063
Solukhumbu,Sagarmatha,Mountain,Eastern,Average per capita consumption (NR),11011,37094.916
Sunsari,Kosi,Terai,Eastern,Number of poor,6181,4888.224
Sunsari,Kosi,Terai,Eastern,Number of poor,6171,4734.477
Sunsari,Kosi,Terai,Eastern,Number of poor,6161,4375.9659999999985
Sunsari,Kosi,Terai,Eastern,Number of poor,6154,5380.7187
Sunsari,Kosi,Terai,Eastern,Number of poor,6153,1366.6388
Sunsari,Kosi,Terai,Eastern,Number of poor,6152,2909.5975
Sunsari,Kosi,Terai,Eastern,Number of poor,6151,3723.0732
Sunsari,Kosi,Terai,Eastern,Number of poor,6144,3892.7515
Sunsari,Kosi,Terai,Eastern,Number of poor,6143,2592.4626
Sunsari,Kosi,Terai,Eastern,Number of poor,6142,832.789
Sunsari,Kosi,Terai,Eastern,Number of poor,6141,2637.6784
Sunsari,Kosi,Terai,Eastern,Number of poor,6134,2014.0512
Sunsari,Kosi,Terai,Eastern,Number of poor,6133,1717.5686
Sunsari,Kosi,Terai,Eastern,Number of poor,6132,2953.5536
Sunsari,Kosi,Terai,Eastern,Number of poor,6131,4649.346
Sunsari,Kosi,Terai,Eastern,Number of poor,6122,2284.205
Sunsari,Kosi,Terai,Eastern,Number of poor,6121,2003.632
Sunsari,Kosi,Terai,Eastern,Number of poor,6113,4175.7604
Sunsari,Kosi,Terai,Eastern,Number of poor,6112,531.3483
Sunsari,Kosi,Terai,Eastern,Number of poor,6111,900.963
Sunsari,Kosi,Terai,Eastern,Number of poor,6103,378.1548
Sunsari,Kosi,Terai,Eastern,Number of poor,6102,1524.2634
Sunsari,Kosi,Terai,Eastern,Number of poor,6101,1357.3392
Sunsari,Kosi,Terai,Eastern,Number of poor,6095,1075.2345
Sunsari,Kosi,Terai,Eastern,Number of poor,6094,706.6066
Sunsari,Kosi,Terai,Eastern,Number of poor,6093,808.69
Sunsari,Kosi,Terai,Eastern,Number of poor,6092,820.2015
Sunsari,Kosi,Terai,Eastern,Number of poor,6091,613.998
Sunsari,Kosi,Terai,Eastern,Number of poor,6082,2075.0548
Sunsari,Kosi,Terai,Eastern,Number of poor,6081,3191.4990000000007
Sunsari,Kosi,Terai,Eastern,Number of poor,6072,3188.2977
Sunsari,Kosi,Terai,Eastern,Number of poor,6071,2325.8741
Sunsari,Kosi,Terai,Eastern,Number of poor,6063,1593.6196
Sunsari,Kosi,Terai,Eastern,Number of poor,6062,1769.9396
Sunsari,Kosi,Terai,Eastern,Number of poor,6061,687.324
Sunsari,Kosi,Terai,Eastern,Number of poor,6052,911.8196
Sunsari,Kosi,Terai,Eastern,Number of poor,6051,1039.4735
Sunsari,Kosi,Terai,Eastern,Number of poor,6042,1456.0568
Sunsari,Kosi,Terai,Eastern,Number of poor,6041,1332.7223
Sunsari,Kosi,Terai,Eastern,Number of poor,6032,2464.4004
Sunsari,Kosi,Terai,Eastern,Number of poor,6031,634.746
Sunsari,Kosi,Terai,Eastern,Number of poor,6021,520.0875
Sunsari,Kosi,Terai,Eastern,Number of poor,6011,787.2138
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6181,0.0032
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6171,0.0112
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6161,0.0014
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6154,0.0156
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6153,0.0089
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6152,0.0167
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6151,0.012
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6144,0.0154
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6143,0.0132
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6142,0.009000000000000001
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6141,0.013
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6134,0.0071
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6133,0.0135
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6132,0.0096
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6131,0.0142
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6122,0.0088
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6121,0.0075
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6113,0.0132
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6112,0.0062
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6111,0.0057
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6103,0.0026
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6102,0.0121
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6101,0.008
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6095,0.004
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6094,0.0025
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6093,0.0057
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6092,0.002
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6091,0.0029
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6082,0.0082
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6081,0.0098
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6072,0.0104
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6071,0.0044
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6063,0.008
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6062,0.0085
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6061,0.0042
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6052,0.0015
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6051,0.0014
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6042,0.0026
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6041,0.0039
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6032,0.0053
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6031,0.0017
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6021,0.0044
Sunsari,Kosi,Terai,Eastern,Severity of poverty,6011,0.0014
Sunsari,Kosi,Terai,Eastern,Poverty gap,6181,0.0116
Sunsari,Kosi,Terai,Eastern,Poverty gap,6171,0.0355
Sunsari,Kosi,Terai,Eastern,Poverty gap,6161,0.0058
Sunsari,Kosi,Terai,Eastern,Poverty gap,6154,0.0521
Sunsari,Kosi,Terai,Eastern,Poverty gap,6153,0.0319
Sunsari,Kosi,Terai,Eastern,Poverty gap,6152,0.0548
Sunsari,Kosi,Terai,Eastern,Poverty gap,6151,0.0406
Sunsari,Kosi,Terai,Eastern,Poverty gap,6144,0.0517
Sunsari,Kosi,Terai,Eastern,Poverty gap,6143,0.0446
Sunsari,Kosi,Terai,Eastern,Poverty gap,6142,0.0314
Sunsari,Kosi,Terai,Eastern,Poverty gap,6141,0.0436
Sunsari,Kosi,Terai,Eastern,Poverty gap,6134,0.0258
Sunsari,Kosi,Terai,Eastern,Poverty gap,6133,0.0449
Sunsari,Kosi,Terai,Eastern,Poverty gap,6132,0.0335
Sunsari,Kosi,Terai,Eastern,Poverty gap,6131,0.0476
Sunsari,Kosi,Terai,Eastern,Poverty gap,6122,0.0317
Sunsari,Kosi,Terai,Eastern,Poverty gap,6121,0.0274
Sunsari,Kosi,Terai,Eastern,Poverty gap,6113,0.0445
Sunsari,Kosi,Terai,Eastern,Poverty gap,6112,0.0228
Sunsari,Kosi,Terai,Eastern,Poverty gap,6111,0.0204
Sunsari,Kosi,Terai,Eastern,Poverty gap,6103,0.0102
Sunsari,Kosi,Terai,Eastern,Poverty gap,6102,0.0429
Sunsari,Kosi,Terai,Eastern,Poverty gap,6101,0.0289
Sunsari,Kosi,Terai,Eastern,Poverty gap,6095,0.0157
Sunsari,Kosi,Terai,Eastern,Poverty gap,6094,0.0099
Sunsari,Kosi,Terai,Eastern,Poverty gap,6093,0.0211
Sunsari,Kosi,Terai,Eastern,Poverty gap,6092,0.0077
Sunsari,Kosi,Terai,Eastern,Poverty gap,6091,0.0113
Sunsari,Kosi,Terai,Eastern,Poverty gap,6082,0.0286
Sunsari,Kosi,Terai,Eastern,Poverty gap,6081,0.0342
Sunsari,Kosi,Terai,Eastern,Poverty gap,6072,0.0354
Sunsari,Kosi,Terai,Eastern,Poverty gap,6071,0.016
Sunsari,Kosi,Terai,Eastern,Poverty gap,6063,0.0267
Sunsari,Kosi,Terai,Eastern,Poverty gap,6062,0.0297
Sunsari,Kosi,Terai,Eastern,Poverty gap,6061,0.0155
Sunsari,Kosi,Terai,Eastern,Poverty gap,6052,0.0066
Sunsari,Kosi,Terai,Eastern,Poverty gap,6051,0.006
Sunsari,Kosi,Terai,Eastern,Poverty gap,6042,0.011
Sunsari,Kosi,Terai,Eastern,Poverty gap,6041,0.0154
Sunsari,Kosi,Terai,Eastern,Poverty gap,6032,0.0189
Sunsari,Kosi,Terai,Eastern,Poverty gap,6031,0.0072
Sunsari,Kosi,Terai,Eastern,Poverty gap,6021,0.0176
Sunsari,Kosi,Terai,Eastern,Poverty gap,6011,0.0063
Sunsari,Kosi,Terai,Eastern,Percent of poor,6181,6.6
Sunsari,Kosi,Terai,Eastern,Percent of poor,6171,16.78
Sunsari,Kosi,Terai,Eastern,Percent of poor,6161,3.8
Sunsari,Kosi,Terai,Eastern,Percent of poor,6154,25.89
Sunsari,Kosi,Terai,Eastern,Percent of poor,6153,17.53
Sunsari,Kosi,Terai,Eastern,Percent of poor,6152,26.75
Sunsari,Kosi,Terai,Eastern,Percent of poor,6151,20.79
Sunsari,Kosi,Terai,Eastern,Percent of poor,6144,25.85
Sunsari,Kosi,Terai,Eastern,Percent of poor,6143,22.61
Sunsari,Kosi,Terai,Eastern,Percent of poor,6142,16.54
Sunsari,Kosi,Terai,Eastern,Percent of poor,6141,22.01
Sunsari,Kosi,Terai,Eastern,Percent of poor,6134,14.28
Sunsari,Kosi,Terai,Eastern,Percent of poor,6133,22.37
Sunsari,Kosi,Terai,Eastern,Percent of poor,6132,17.87
Sunsari,Kosi,Terai,Eastern,Percent of poor,6131,24.05
Sunsari,Kosi,Terai,Eastern,Percent of poor,6122,17.45
Sunsari,Kosi,Terai,Eastern,Percent of poor,6121,15.52
Sunsari,Kosi,Terai,Eastern,Percent of poor,6113,22.54
Sunsari,Kosi,Terai,Eastern,Percent of poor,6112,13.11
Sunsari,Kosi,Terai,Eastern,Percent of poor,6111,11.35
Sunsari,Kosi,Terai,Eastern,Percent of poor,6103,6.29
Sunsari,Kosi,Terai,Eastern,Percent of poor,6102,22.98
Sunsari,Kosi,Terai,Eastern,Percent of poor,6101,15.92
Sunsari,Kosi,Terai,Eastern,Percent of poor,6095,9.55
Sunsari,Kosi,Terai,Eastern,Percent of poor,6094,6.23
Sunsari,Kosi,Terai,Eastern,Percent of poor,6093,12.07
Sunsari,Kosi,Terai,Eastern,Percent of poor,6092,4.77
Sunsari,Kosi,Terai,Eastern,Percent of poor,6091,6.93
Sunsari,Kosi,Terai,Eastern,Percent of poor,6082,15.26
Sunsari,Kosi,Terai,Eastern,Percent of poor,6081,18.18
Sunsari,Kosi,Terai,Eastern,Percent of poor,6072,18.27
Sunsari,Kosi,Terai,Eastern,Percent of poor,6071,9.11
Sunsari,Kosi,Terai,Eastern,Percent of poor,6063,13.63
Sunsari,Kosi,Terai,Eastern,Percent of poor,6062,15.73
Sunsari,Kosi,Terai,Eastern,Percent of poor,6061,9.02
Sunsari,Kosi,Terai,Eastern,Percent of poor,6052,4.52
Sunsari,Kosi,Terai,Eastern,Percent of poor,6051,4.09
Sunsari,Kosi,Terai,Eastern,Percent of poor,6042,7.48
Sunsari,Kosi,Terai,Eastern,Percent of poor,6041,9.59
Sunsari,Kosi,Terai,Eastern,Percent of poor,6032,10.43
Sunsari,Kosi,Terai,Eastern,Percent of poor,6031,5.08
Sunsari,Kosi,Terai,Eastern,Percent of poor,6021,11.25
Sunsari,Kosi,Terai,Eastern,Percent of poor,6011,4.66
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6181,52732.145
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6171,39646.985
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6161,56611.561
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6154,29112.137
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6153,32501.8
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6152,29030.295
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6151,31595.843
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6144,28845.801
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6143,30428.427000000003
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6142,35243.394
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6141,30846.823
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6134,35949.98
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6133,30894.369
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6132,32539.73
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6131,29366.938
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6122,32549.588
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6121,34118.474
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6113,30352.482000000004
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6112,34913.59
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6111,39054.901
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6103,45521.609
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6102,28962.375
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6101,33428.7
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6095,39128.142
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6094,45520.817
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6093,36556.003
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6092,50601.621
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6091,43181.559
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6082,34625.498
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6081,32319.765
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6072,32779.676
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6071,44721.746
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6063,39907.451
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6062,35057.181000000004
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6061,40113.644
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6052,49050.932
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6051,48107.756
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6042,38609.269
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6041,37114.635
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6032,39390.794
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6031,41971.797
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6021,33628.186
Sunsari,Kosi,Terai,Eastern,Average per capita consumption (NR),6011,41385.44
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59121,6631.2976
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59114,1463.6748
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59113,2990.337
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59112,5062.662
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59111,4021.3644
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59103,1781.3986
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59102,4908.8984
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59101,5709.5736
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59093,2578.6236
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59092,1827.3609
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59091,4360.5
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59082,2033.3458
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59081,1210.638
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59073,552.2206
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59072,1396.9075
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59071,4884.9658
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59063,1177.845
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59062,3098.568
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59061,5110.6437
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59054,1294.325
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59053,849.1158
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59052,2948.3668
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59051,3838.82
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59042,2221.4409
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59041,2745.586
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59032,3385.09
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59031,5914.4666
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59023,2015.8608
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59022,3898.518
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59021,4340.556
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59013,3992.499
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59012,2601.1789
Surkhet,Bheri,Hill,Mid-Western,Number of poor,59011,3622.6916
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59121,0.0113
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59114,0.0154
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59113,0.035
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59112,0.0483
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59111,0.0593
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59103,0.0485
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59102,0.0467
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59101,0.0277
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59093,0.0498
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59092,0.0346
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59091,0.0214
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59082,0.008
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59081,0.0092
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59073,0.0196
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59072,0.0319
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59071,0.0217
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59063,0.0323
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59062,0.0435
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59061,0.0452
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59054,0.0409
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59053,0.0273
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59052,0.0379
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59051,0.031
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59042,0.0164
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59041,0.019
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59032,0.0366
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59031,0.0338
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59023,0.0217
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59022,0.0358
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59021,0.0356
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59013,0.0394
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59012,0.0083
Surkhet,Bheri,Hill,Mid-Western,Severity of poverty,59011,0.0201
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59121,0.0326
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59114,0.0485
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59113,0.0983
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59112,0.1298
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59111,0.1562
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59103,0.1331
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59102,0.1263
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59101,0.0808
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59093,0.1332
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59092,0.0983
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59091,0.0644
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59082,0.0249
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59081,0.0292
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59073,0.0601
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59072,0.0934
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59071,0.0647
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59063,0.0917
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59062,0.1201
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59061,0.1251
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59054,0.1144
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59053,0.0801
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59052,0.1073
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59051,0.0889
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59042,0.0494
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59041,0.0563
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59032,0.1024
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59031,0.0949
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59023,0.0639
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59022,0.1002
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59021,0.0985
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59013,0.1118
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59012,0.0266
Surkhet,Bheri,Hill,Mid-Western,Poverty gap,59011,0.0595
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59121,13.84
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59114,22.82
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59113,39.3
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59112,48.6
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59111,56.18
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59103,50.81
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59102,47.53
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59101,34.14
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59093,49.38
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59092,39.89
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59091,28.5
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59082,11.78
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59081,14.11
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59073,27.46
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59072,39.25
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59071,28.34
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59063,37.25
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59062,46.56
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59061,48.41
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59054,45.02
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59053,34.06
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59052,43.13
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59051,36.7
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59042,22.19
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59041,24.58
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59032,40.54
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59031,37.94
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59023,27.66
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59022,39.72
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59021,38.8
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59013,44.91
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59012,13.03
Surkhet,Bheri,Hill,Mid-Western,Percent of poor,59011,25.81
Surkhet,Bheri,Hill,Mid-Western,Average per capita consumption (NR),59121,45523.859
Surkhet,Bheri,Hill,Mid-Western,Average per capita consumption (NR),59114,30206.874
